"","period","site","dens","spp","norm"
"15122",2,"3_39R",0.15,"pis",0.354665910240975
"15123",3,"3_39R",0.5,"pis",3.41469039162241
"15124",4,"3_39R",0.05,"pis",-0.519626798725149
"15125",5,"3_39R",0.4,"pis",2.54039768265628
"15126",6,"3_39R",0.25,"pis",1.2289586192071
"15127",7,"3_39R",0,"pis",-0.956773153208211
"15128",8,"3_39R",NA,"pis",NA
"15129",9,"3_39R",0,"pis",-0.956773153208211
"15130",10,"3_39R",0,"pis",-0.956773153208211
"15131",11,"3_39R",0.1,"pis",-0.0824804442420871
"15132",12,"3_39R",0.15,"pis",0.354665910240975
"15133",13,"3_39R",0.1,"pis",-0.0824804442420871
"15134",14,"3_39R",0.1,"pis",-0.0824804442420871
"15135",15,"3_39R",0,"pis",-0.956773153208211
"15136",16,"3_39R",0.2,"pis",0.791812264724037
"15137",17,"3_39R",0.1,"pis",-0.0824804442420871
"15138",18,"3_39R",0.1,"pis",-0.0824804442420871
"15139",19,"3_39R",0.15,"pis",0.354665910240975
"15140",20,"3_39R",NA,"pis",NA
"15141",21,"3_39R",0.45,"pis",2.97754403713935
"15142",22,"3_39R",0.05,"pis",-0.519626798725149
"15143",23,"3_39R",0.15,"pis",0.354665910240975
"15144",24,"3_39R",0.25,"pis",1.2289586192071
"15145",25,"3_39R",0.15,"pis",0.354665910240975
"15146",26,"3_39R",NA,"pis",NA
"15147",27,"3_39R",0.1,"pis",-0.0824804442420871
"15148",28,"3_39R",0,"pis",-0.956773153208211
"15149",29,"3_39R",0.15,"pis",0.354665910240975
"15150",30,"3_39R",0.15,"pis",0.354665910240975
"15151",31,"3_39R",0.15,"pis",0.354665910240975
"15152",32,"3_39R",0.2,"pis",0.791812264724037
"15153",33,"3_39R",0,"pis",-0.956773153208211
"15154",34,"3_39R",0,"pis",-0.956773153208211
"15155",35,"3_39R",0,"pis",-0.956773153208211
"15156",36,"3_39R",0.05,"pis",-0.519626798725149
"15157",37,"3_39R",0.05,"pis",-0.519626798725149
"15158",38,"3_39R",0,"pis",-0.956773153208211
"15159",39,"3_39R",0.2,"pis",0.791812264724037
"15160",40,"3_39R",NA,"pis",NA
"15161",41,"3_39R",0.15,"pis",0.354665910240975
"15162",42,"3_39R",0.05,"pis",-0.519626798725149
"15163",43,"3_39R",0.1,"pis",-0.0824804442420871
"15164",44,"3_39R",0.05,"pis",-0.519626798725149
"15165",45,"3_39R",0.1,"pis",-0.0824804442420871
"15166",46,"3_39R",0,"pis",-0.956773153208211
"15167",47,"3_39R",0,"pis",-0.956773153208211
"15168",48,"3_39R",NA,"pis",NA
"15169",49,"3_39R",NA,"pis",NA
"15170",50,"3_39R",0.05,"pis",-0.519626798725149
"15171",51,"3_39R",0.15,"pis",0.354665910240975
"15172",52,"3_39R",0,"pis",-0.956773153208211
"15173",53,"3_39R",0.3,"pis",1.66610497369016
"15174",54,"3_39R",0.15,"pis",0.354665910240975
"15175",55,"3_39R",0.1,"pis",-0.0824804442420871
"15176",56,"3_39R",NA,"pis",NA
"15177",57,"3_39R",0,"pis",-0.956773153208211
"15178",58,"3_39R",NA,"pis",NA
"15179",59,"3_39R",NA,"pis",NA
"15180",60,"3_39R",0,"pis",-0.956773153208211
"15181",61,"3_39R",0.1,"pis",-0.0824804442420871
"15182",62,"3_39R",NA,"pis",NA
"15183",63,"3_39R",0,"pis",-0.956773153208211
"15184",1,"3_39R",2.05,"purp",-0.798420652881298
"15185",2,"3_39R",4.1,"purp",-0.613278397122994
"15186",3,"3_39R",1.35,"purp",-0.861639959725596
"15187",4,"3_39R",3.95,"purp",-0.626825391446773
"15188",5,"3_39R",7.8,"purp",-0.27911920380313
"15189",6,"3_39R",5.85,"purp",-0.455230130012248
"15190",7,"3_39R",5.65,"purp",-0.473292789110619
"15191",8,"3_39R",NA,"purp",NA
"15192",9,"3_39R",7.7,"purp",-0.288150533352316
"15193",10,"3_39R",13.1,"purp",0.199541262303703
"15194",11,"3_39R",15.85,"purp",0.447902824906305
"15195",12,"3_39R",24.8,"purp",1.25620681955841
"15196",13,"3_39R",28.35,"purp",1.5768190185545
"15197",14,"3_39R",23.35,"purp",1.12525254109522
"15198",15,"3_39R",9.2,"purp",-0.152680590114533
"15199",16,"3_39R",14.95,"purp",0.366620858963635
"15200",17,"3_39R",4.15,"purp",-0.608762732348402
"15201",18,"3_39R",26.55,"purp",1.41425508666916
"15202",19,"3_39R",22.1,"purp",1.0123609217304
"15203",20,"3_39R",NA,"purp",NA
"15204",21,"3_39R",14.25,"purp",0.303401552119336
"15205",22,"3_39R",14,"purp",0.280823228246372
"15206",23,"3_39R",28.2,"purp",1.56327202423072
"15207",24,"3_39R",15.55,"purp",0.420808836258748
"15208",25,"3_39R",11.05,"purp",0.0143990065453996
"15209",26,"3_39R",NA,"purp",NA
"15210",27,"3_39R",5.95,"purp",-0.446198800463062
"15211",28,"3_39R",4.6,"purp",-0.568121749377067
"15212",29,"3_39R",7.95,"purp",-0.265572209479352
"15213",30,"3_39R",14.35,"purp",0.312432881668522
"15214",31,"3_39R",16.55,"purp",0.511122131750603
"15215",32,"3_39R",42.05,"purp",2.81411116679291
"15216",33,"3_39R",7.25,"purp",-0.32879151632365
"15217",34,"3_39R",16.95,"purp",0.547247449947345
"15218",35,"3_39R",29.8,"purp",1.70777329701769
"15219",36,"3_39R",26.6,"purp",1.41877075144375
"15220",37,"3_39R",12.3,"purp",0.127290625910219
"15221",38,"3_39R",35.3,"purp",2.20449642222289
"15222",39,"3_39R",27.3,"purp",1.48199005828805
"15223",40,"3_39R",NA,"purp",NA
"15224",41,"3_39R",22.85,"purp",1.08009589334929
"15225",42,"3_39R",0.8,"purp",-0.911312272246117
"15226",43,"3_39R",0,"purp",-0.983562908639601
"15227",44,"3_39R",0.05,"purp",-0.979047243865008
"15228",45,"3_39R",0,"purp",-0.983562908639601
"15229",46,"3_39R",0,"purp",-0.983562908639601
"15230",47,"3_39R",0,"purp",-0.983562908639601
"15231",48,"3_39R",NA,"purp",NA
"15232",49,"3_39R",NA,"purp",NA
"15233",50,"3_39R",0,"purp",-0.983562908639601
"15234",51,"3_39R",0,"purp",-0.983562908639601
"15235",52,"3_39R",0,"purp",-0.983562908639601
"15236",53,"3_39R",0.05,"purp",-0.979047243865008
"15237",54,"3_39R",0,"purp",-0.983562908639601
"15238",55,"3_39R",0.05,"purp",-0.979047243865008
"15239",56,"3_39R",NA,"purp",NA
"15240",57,"3_39R",0,"purp",-0.983562908639601
"15241",58,"3_39R",NA,"purp",NA
"15242",59,"3_39R",NA,"purp",NA
"15243",60,"3_39R",0.45,"purp",-0.942921925668266
"15244",61,"3_39R",2,"purp",-0.80293631765589
"15245",62,"3_39R",NA,"purp",NA
"15246",63,"3_39R",0.1,"purp",-0.974531579090415
"15247",1,"3_39R",3.3,"red",0.532478111548879
"15248",2,"3_39R",4.7,"red",1.17912092459187
"15249",3,"3_39R",3.4,"red",0.578666883909092
"15250",4,"3_39R",3.45,"red",0.601761270089199
"15251",5,"3_39R",6.05,"red",1.80266935145476
"15252",6,"3_39R",3.65,"red",0.694138814809627
"15253",7,"3_39R",2.45,"red",0.139873546487062
"15254",8,"3_39R",NA,"red",NA
"15255",9,"3_39R",2.5,"red",0.162967932667169
"15256",10,"3_39R",4.05,"red",0.878893904250482
"15257",11,"3_39R",1.7,"red",-0.206542246214541
"15258",12,"3_39R",8.85,"red",3.09595497754074
"15259",13,"3_39R",6.4,"red",1.9643300547155
"15260",14,"3_39R",3.05,"red",0.417006180648344
"15261",15,"3_39R",1.9,"red",-0.114164701494113
"15262",16,"3_39R",1.85,"red",-0.13725908767422
"15263",17,"3_39R",2.75,"red",0.278439863567703
"15264",18,"3_39R",4.55,"red",1.10983776605155
"15265",19,"3_39R",7.85,"red",2.6340672539386
"15266",20,"3_39R",NA,"red",NA
"15267",21,"3_39R",4.15,"red",0.925082676610696
"15268",22,"3_39R",3.5,"red",0.624855656269306
"15269",23,"3_39R",3.5,"red",0.624855656269306
"15270",24,"3_39R",2.15,"red",0.00130722940642101
"15271",25,"3_39R",6.15,"red",1.84885812381497
"15272",26,"3_39R",NA,"red",NA
"15273",27,"3_39R",1.3,"red",-0.391297335655396
"15274",28,"3_39R",0.35,"red",-0.830090673077426
"15275",29,"3_39R",0.5,"red",-0.760807514537105
"15276",30,"3_39R",1.85,"red",-0.13725908767422
"15277",31,"3_39R",0.95,"red",-0.552958038916144
"15278",32,"3_39R",1.35,"red",-0.368202949475289
"15279",33,"3_39R",0.85,"red",-0.599146811276357
"15280",34,"3_39R",1.2,"red",-0.437486108015609
"15281",35,"3_39R",1.95,"red",-0.0910703153140064
"15282",36,"3_39R",2.85,"red",0.324628635927917
"15283",37,"3_39R",2.95,"red",0.370817408288131
"15284",38,"3_39R",1.95,"red",-0.0910703153140064
"15285",39,"3_39R",2.1,"red",-0.0217871567736858
"15286",40,"3_39R",NA,"red",NA
"15287",41,"3_39R",1.05,"red",-0.50676926655593
"15288",42,"3_39R",0.4,"red",-0.806996286897319
"15289",43,"3_39R",0.05,"red",-0.968656990158067
"15290",44,"3_39R",0,"red",-0.991751376338174
"15291",45,"3_39R",0.05,"red",-0.968656990158067
"15292",46,"3_39R",0,"red",-0.991751376338174
"15293",47,"3_39R",0,"red",-0.991751376338174
"15294",48,"3_39R",NA,"red",NA
"15295",49,"3_39R",NA,"red",NA
"15296",50,"3_39R",0,"red",-0.991751376338174
"15297",51,"3_39R",0,"red",-0.991751376338174
"15298",52,"3_39R",0,"red",-0.991751376338174
"15299",53,"3_39R",0,"red",-0.991751376338174
"15300",54,"3_39R",0,"red",-0.991751376338174
"15301",55,"3_39R",0,"red",-0.991751376338174
"15302",56,"3_39R",NA,"red",NA
"15303",57,"3_39R",0,"red",-0.991751376338174
"15304",58,"3_39R",NA,"red",NA
"15305",59,"3_39R",NA,"red",NA
"15306",60,"3_39R",0.05,"red",-0.968656990158067
"15307",61,"3_39R",0.15,"red",-0.922468217797853
"15308",62,"3_39R",NA,"red",NA
"15309",63,"3_39R",0,"red",-0.991751376338174
"15310",1,"3_39R",0.05,"wavy",-0.438102207441162
"15311",2,"3_39R",0,"wavy",-0.618097688017764
"15312",3,"3_39R",0,"wavy",-0.618097688017764
"15313",4,"3_39R",0,"wavy",-0.618097688017764
"15314",5,"3_39R",0,"wavy",-0.618097688017764
"15315",6,"3_39R",0,"wavy",-0.618097688017764
"15316",7,"3_39R",0.1,"wavy",-0.258106726864561
"15317",8,"3_39R",NA,"wavy",NA
"15318",9,"3_39R",0,"wavy",-0.618097688017764
"15319",10,"3_39R",0.2,"wavy",0.101884234288642
"15320",11,"3_39R",0.4,"wavy",0.821866156595049
"15321",12,"3_39R",0,"wavy",-0.618097688017764
"15322",13,"3_39R",0.5,"wavy",1.18185711774825
"15323",14,"3_39R",0.75,"wavy",2.08183452063126
"15324",15,"3_39R",0,"wavy",-0.618097688017764
"15325",16,"3_39R",0.2,"wavy",0.101884234288642
"15326",17,"3_39R",0.8,"wavy",2.26183000120786
"15327",18,"3_39R",0.75,"wavy",2.08183452063126
"15328",19,"3_39R",1.1,"wavy",3.34180288466747
"15329",20,"3_39R",NA,"wavy",NA
"15330",21,"3_39R",0.45,"wavy",1.00186163717165
"15331",22,"3_39R",0.75,"wavy",2.08183452063126
"15332",23,"3_39R",0.3,"wavy",0.461875195441846
"15333",24,"3_39R",0,"wavy",-0.618097688017764
"15334",25,"3_39R",0.2,"wavy",0.101884234288642
"15335",26,"3_39R",NA,"wavy",NA
"15336",27,"3_39R",0,"wavy",-0.618097688017764
"15337",28,"3_39R",0,"wavy",-0.618097688017764
"15338",29,"3_39R",0.05,"wavy",-0.438102207441162
"15339",30,"3_39R",0.1,"wavy",-0.258106726864561
"15340",31,"3_39R",0.8,"wavy",2.26183000120786
"15341",32,"3_39R",0,"wavy",-0.618097688017764
"15342",33,"3_39R",0,"wavy",-0.618097688017764
"15343",34,"3_39R",0.1,"wavy",-0.258106726864561
"15344",35,"3_39R",0.55,"wavy",1.36185259832485
"15345",36,"3_39R",0.1,"wavy",-0.258106726864561
"15346",37,"3_39R",0.25,"wavy",0.281879714865244
"15347",38,"3_39R",0.35,"wavy",0.641870676018447
"15348",39,"3_39R",0,"wavy",-0.618097688017764
"15349",40,"3_39R",NA,"wavy",NA
"15350",41,"3_39R",0.2,"wavy",0.101884234288642
"15351",42,"3_39R",0,"wavy",-0.618097688017764
"15352",43,"3_39R",0,"wavy",-0.618097688017764
"15353",44,"3_39R",0.05,"wavy",-0.438102207441162
"15354",45,"3_39R",0,"wavy",-0.618097688017764
"15355",46,"3_39R",0,"wavy",-0.618097688017764
"15356",47,"3_39R",0,"wavy",-0.618097688017764
"15357",48,"3_39R",NA,"wavy",NA
"15358",49,"3_39R",NA,"wavy",NA
"15359",50,"3_39R",0,"wavy",-0.618097688017764
"15360",51,"3_39R",0,"wavy",-0.618097688017764
"15361",52,"3_39R",0,"wavy",-0.618097688017764
"15362",53,"3_39R",0,"wavy",-0.618097688017764
"15363",54,"3_39R",0,"wavy",-0.618097688017764
"15364",55,"3_39R",0,"wavy",-0.618097688017764
"15365",56,"3_39R",NA,"wavy",NA
"15366",57,"3_39R",0,"wavy",-0.618097688017764
"15367",58,"3_39R",NA,"wavy",NA
"15368",59,"3_39R",NA,"wavy",NA
"15369",60,"3_39R",0,"wavy",-0.618097688017764
"15370",61,"3_39R",0,"wavy",-0.618097688017764
"15371",62,"3_39R",NA,"wavy",NA
"15372",63,"3_39R",0,"wavy",-0.618097688017764
"15373",1,"3_39R",0.4,"ymac",-0.337224137776155
"15374",2,"3_39R",0.4,"ymac",-0.337224137776155
"15375",3,"3_39R",0.25,"ymac",-0.459084678472538
"15376",4,"3_39R",0.75,"ymac",-0.0528828761512607
"15377",5,"3_39R",1.95,"ymac",0.922001449419805
"15378",6,"3_39R",0.65,"ymac",-0.134123236615516
"15379",7,"3_39R",4.45,"ymac",2.95301046102619
"15380",8,"3_39R",NA,"ymac",NA
"15381",9,"3_39R",0,"ymac",-0.662185579633177
"15382",10,"3_39R",3.4,"ymac",2.09998667615151
"15383",11,"3_39R",2.2,"ymac",1.12510235058044
"15384",12,"3_39R",0,"ymac",-0.662185579633177
"15385",13,"3_39R",0,"ymac",-0.662185579633177
"15386",14,"3_39R",0,"ymac",-0.662185579633177
"15387",15,"3_39R",0,"ymac",-0.662185579633177
"15388",16,"3_39R",4,"ymac",2.58742883893704
"15389",17,"3_39R",0.1,"ymac",-0.580945219168921
"15390",18,"3_39R",0,"ymac",-0.662185579633177
"15391",19,"3_39R",0,"ymac",-0.662185579633177
"15392",20,"3_39R",NA,"ymac",NA
"15393",21,"3_39R",0.9,"ymac",0.0689776645451226
"15394",22,"3_39R",0,"ymac",-0.662185579633177
"15395",23,"3_39R",0,"ymac",-0.662185579633177
"15396",24,"3_39R",0,"ymac",-0.662185579633177
"15397",25,"3_39R",0.35,"ymac",-0.377844318008283
"15398",26,"3_39R",NA,"ymac",NA
"15399",27,"3_39R",0.15,"ymac",-0.540325038936794
"15400",28,"3_39R",1,"ymac",0.150218025009378
"15401",29,"3_39R",0,"ymac",-0.662185579633177
"15402",30,"3_39R",1.2,"ymac",0.312698745937889
"15403",31,"3_39R",0.95,"ymac",0.10959784477725
"15404",32,"3_39R",0.35,"ymac",-0.377844318008283
"15405",33,"3_39R",0.05,"ymac",-0.621565399401049
"15406",34,"3_39R",0.5,"ymac",-0.255983777311899
"15407",35,"3_39R",0.55,"ymac",-0.215363597079772
"15408",36,"3_39R",0.05,"ymac",-0.621565399401049
"15409",37,"3_39R",0.35,"ymac",-0.377844318008283
"15410",38,"3_39R",0.05,"ymac",-0.621565399401049
"15411",39,"3_39R",0.05,"ymac",-0.621565399401049
"15412",40,"3_39R",NA,"ymac",NA
"15413",41,"3_39R",0,"ymac",-0.662185579633177
"15414",42,"3_39R",1.2,"ymac",0.312698745937889
"15415",43,"3_39R",0,"ymac",-0.662185579633177
"15416",44,"3_39R",0,"ymac",-0.662185579633177
"15417",45,"3_39R",0.95,"ymac",0.10959784477725
"15418",46,"3_39R",0,"ymac",-0.662185579633177
"15419",47,"3_39R",0.4,"ymac",-0.337224137776155
"15420",48,"3_39R",NA,"ymac",NA
"15421",49,"3_39R",NA,"ymac",NA
"15422",50,"3_39R",0.2,"ymac",-0.499704858704666
"15423",51,"3_39R",1.9,"ymac",0.881381269187677
"15424",52,"3_39R",2.45,"ymac",1.32820325174108
"15425",53,"3_39R",3.75,"ymac",2.3843279377764
"15426",54,"3_39R",2.75,"ymac",1.57192433313385
"15427",55,"3_39R",4.2,"ymac",2.74990955986555
"15428",56,"3_39R",NA,"ymac",NA
"15429",57,"3_39R",0.05,"ymac",-0.621565399401049
"15430",58,"3_39R",NA,"ymac",NA
"15431",59,"3_39R",NA,"ymac",NA
"15432",60,"3_39R",0,"ymac",-0.662185579633177
"15433",61,"3_39R",0.3,"ymac",-0.41846449824041
"15434",62,"3_39R",NA,"ymac",NA
"15435",63,"3_39R",0,"ymac",-0.662185579633177
"15436",1,"3_45L",2.35,"cys",-0.046433488275064
"15437",2,"3_45L",4.6,"cys",0.68214460077775
"15438",3,"3_45L",3.9,"cys",0.455475861961319
"15439",4,"3_45L",2.85,"cys",0.115472753736672
"15440",5,"3_45L",8,"cys",1.78310704645756
"15441",6,"3_45L",5,"cys",0.811669594387139
"15442",7,"3_45L",10.6,"cys",2.62501950491859
"15443",8,"3_45L",NA,"cys",NA
"15444",9,"3_45L",13.1,"cys",3.43455071497727
"15445",10,"3_45L",4.6,"cys",0.68214460077775
"15446",11,"3_45L",4.55,"cys",0.665953976576576
"15447",12,"3_45L",0,"cys",-0.807392825730225
"15448",13,"3_45L",0,"cys",-0.807392825730225
"15449",14,"3_45L",0,"cys",-0.807392825730225
"15450",15,"3_45L",0,"cys",-0.807392825730225
"15451",16,"3_45L",0,"cys",-0.807392825730225
"15452",17,"3_45L",0,"cys",-0.807392825730225
"15453",18,"3_45L",0,"cys",-0.807392825730225
"15454",19,"3_45L",0,"cys",-0.807392825730225
"15455",20,"3_45L",NA,"cys",NA
"15456",21,"3_45L",0.2,"cys",-0.742630328925531
"15457",22,"3_45L",0,"cys",-0.807392825730225
"15458",23,"3_45L",0,"cys",-0.807392825730225
"15459",24,"3_45L",0.3,"cys",-0.710249080523184
"15460",25,"3_45L",1.05,"cys",-0.467389717505579
"15461",26,"3_45L",NA,"cys",NA
"15462",27,"3_45L",4.05,"cys",0.50404773456484
"15463",28,"3_45L",4.9,"cys",0.779288345984792
"15464",29,"3_45L",9.4,"cys",2.23644452409042
"15465",30,"3_45L",3,"cys",0.164044626340193
"15466",31,"3_45L",3.5,"cys",0.32595086835193
"15467",32,"3_45L",7.5,"cys",1.62120080444582
"15468",33,"3_45L",3.1,"cys",0.196425874742541
"15469",34,"3_45L",3.65,"cys",0.374522740955451
"15470",35,"3_45L",8.9,"cys",2.07453828207868
"15471",36,"3_45L",1.65,"cys",-0.273102227091495
"15472",37,"3_45L",1.1,"cys",-0.451199093304405
"15473",38,"3_45L",4.25,"cys",0.568810231369534
"15474",39,"3_45L",2.95,"cys",0.14785400213902
"15475",40,"3_45L",NA,"cys",NA
"15476",41,"3_45L",0,"cys",-0.807392825730225
"15477",42,"3_45L",0,"cys",-0.807392825730225
"15478",43,"3_45L",0,"cys",-0.807392825730225
"15479",44,"3_45L",0,"cys",-0.807392825730225
"15480",45,"3_45L",0,"cys",-0.807392825730225
"15481",46,"3_45L",0,"cys",-0.807392825730225
"15482",47,"3_45L",0.15,"cys",-0.758820953126705
"15483",48,"3_45L",NA,"cys",NA
"15484",49,"3_45L",NA,"cys",NA
"15485",50,"3_45L",0.45,"cys",-0.661677207919663
"15486",51,"3_45L",0.25,"cys",-0.726439704724357
"15487",52,"3_45L",1.4,"cys",-0.354055348097363
"15488",53,"3_45L",2.1,"cys",-0.127386609280932
"15489",54,"3_45L",1.9,"cys",-0.192149106085627
"15490",55,"3_45L",1.15,"cys",-0.435008469103232
"15491",56,"3_45L",NA,"cys",NA
"15492",57,"3_45L",1.95,"cys",-0.175958481884453
"15493",58,"3_45L",NA,"cys",NA
"15494",59,"3_45L",NA,"cys",NA
"15495",60,"3_45L",1.2,"cys",-0.418817844902058
"15496",61,"3_45L",1.55,"cys",-0.305483475493842
"15497",62,"3_45L",NA,"cys",NA
"15498",63,"3_45L",1,"cys",-0.483580341706752
"15499",1,"3_45L",0.05,"lam",-0.332004759986702
"15500",2,"3_45L",0.05,"lam",-0.332004759986702
"15501",3,"3_45L",0,"lam",-0.404120548016601
"15502",4,"3_45L",0.05,"lam",-0.332004759986702
"15503",5,"3_45L",0.1,"lam",-0.259888971956804
"15504",6,"3_45L",0,"lam",-0.404120548016601
"15505",7,"3_45L",0.2,"lam",-0.115657395897007
"15506",8,"3_45L",NA,"lam",NA
"15507",9,"3_45L",0.2,"lam",-0.115657395897007
"15508",10,"3_45L",0.1,"lam",-0.259888971956804
"15509",11,"3_45L",0.3,"lam",0.02857418016279
"15510",12,"3_45L",0,"lam",-0.404120548016601
"15511",13,"3_45L",0,"lam",-0.404120548016601
"15512",14,"3_45L",0,"lam",-0.404120548016601
"15513",15,"3_45L",0,"lam",-0.404120548016601
"15514",16,"3_45L",0,"lam",-0.404120548016601
"15515",17,"3_45L",0,"lam",-0.404120548016601
"15516",18,"3_45L",0,"lam",-0.404120548016601
"15517",19,"3_45L",0,"lam",-0.404120548016601
"15518",20,"3_45L",NA,"lam",NA
"15519",21,"3_45L",0,"lam",-0.404120548016601
"15520",22,"3_45L",0,"lam",-0.404120548016601
"15521",23,"3_45L",0,"lam",-0.404120548016601
"15522",24,"3_45L",0,"lam",-0.404120548016601
"15523",25,"3_45L",0,"lam",-0.404120548016601
"15524",26,"3_45L",NA,"lam",NA
"15525",27,"3_45L",0,"lam",-0.404120548016601
"15526",28,"3_45L",2.35,"lam",2.98532148938863
"15527",29,"3_45L",0,"lam",-0.404120548016601
"15528",30,"3_45L",0.1,"lam",-0.259888971956804
"15529",31,"3_45L",0,"lam",-0.404120548016601
"15530",32,"3_45L",0,"lam",-0.404120548016601
"15531",33,"3_45L",0.05,"lam",-0.332004759986702
"15532",34,"3_45L",0,"lam",-0.404120548016601
"15533",35,"3_45L",0.05,"lam",-0.332004759986702
"15534",36,"3_45L",0,"lam",-0.404120548016601
"15535",37,"3_45L",0,"lam",-0.404120548016601
"15536",38,"3_45L",0,"lam",-0.404120548016601
"15537",39,"3_45L",0,"lam",-0.404120548016601
"15538",40,"3_45L",NA,"lam",NA
"15539",41,"3_45L",0,"lam",-0.404120548016601
"15540",42,"3_45L",1.15,"lam",1.25454257667106
"15541",43,"3_45L",0,"lam",-0.404120548016601
"15542",44,"3_45L",0,"lam",-0.404120548016601
"15543",45,"3_45L",0,"lam",-0.404120548016601
"15544",46,"3_45L",0,"lam",-0.404120548016601
"15545",47,"3_45L",0,"lam",-0.404120548016601
"15546",48,"3_45L",NA,"lam",NA
"15547",49,"3_45L",NA,"lam",NA
"15548",50,"3_45L",0.05,"lam",-0.332004759986702
"15549",51,"3_45L",0,"lam",-0.404120548016601
"15550",52,"3_45L",0,"lam",-0.404120548016601
"15551",53,"3_45L",1.95,"lam",2.40839518514944
"15552",54,"3_45L",1.3,"lam",1.47088994076076
"15553",55,"3_45L",0.6,"lam",0.461268908342181
"15554",56,"3_45L",NA,"lam",NA
"15555",57,"3_45L",3.7,"lam",4.93244776619589
"15556",58,"3_45L",NA,"lam",NA
"15557",59,"3_45L",NA,"lam",NA
"15558",60,"3_45L",0.95,"lam",0.96607942455147
"15559",61,"3_45L",1.25,"lam",1.39877415273086
"15560",62,"3_45L",NA,"lam",NA
"15561",63,"3_45L",0.3,"lam",0.02857418016279
"15562",1,"3_45L",0.15,"mac",-0.270913436866972
"15563",2,"3_45L",0.15,"mac",-0.270913436866972
"15564",3,"3_45L",0.15,"mac",-0.270913436866972
"15565",4,"3_45L",0.2,"mac",-0.229294850913495
"15566",5,"3_45L",0.45,"mac",-0.0212019211461109
"15567",6,"3_45L",0.25,"mac",-0.187676264960018
"15568",7,"3_45L",0.1,"mac",-0.312532022820449
"15569",8,"3_45L",NA,"mac",NA
"15570",9,"3_45L",0.35,"mac",-0.104439093053065
"15571",10,"3_45L",0.05,"mac",-0.354150608773926
"15572",11,"3_45L",0.05,"mac",-0.354150608773926
"15573",12,"3_45L",0,"mac",-0.395769194727403
"15574",13,"3_45L",0,"mac",-0.395769194727403
"15575",14,"3_45L",0,"mac",-0.395769194727403
"15576",15,"3_45L",0,"mac",-0.395769194727403
"15577",16,"3_45L",0,"mac",-0.395769194727403
"15578",17,"3_45L",0,"mac",-0.395769194727403
"15579",18,"3_45L",0,"mac",-0.395769194727403
"15580",19,"3_45L",0,"mac",-0.395769194727403
"15581",20,"3_45L",NA,"mac",NA
"15582",21,"3_45L",0,"mac",-0.395769194727403
"15583",22,"3_45L",0,"mac",-0.395769194727403
"15584",23,"3_45L",0,"mac",-0.395769194727403
"15585",24,"3_45L",0,"mac",-0.395769194727403
"15586",25,"3_45L",0.3,"mac",-0.146057679006542
"15587",26,"3_45L",NA,"mac",NA
"15588",27,"3_45L",0.5,"mac",0.020416664807366
"15589",28,"3_45L",0.1,"mac",-0.312532022820449
"15590",29,"3_45L",0.1,"mac",-0.312532022820449
"15591",30,"3_45L",0,"mac",-0.395769194727403
"15592",31,"3_45L",0.05,"mac",-0.354150608773926
"15593",32,"3_45L",0,"mac",-0.395769194727403
"15594",33,"3_45L",0,"mac",-0.395769194727403
"15595",34,"3_45L",0,"mac",-0.395769194727403
"15596",35,"3_45L",0,"mac",-0.395769194727403
"15597",36,"3_45L",0.05,"mac",-0.354150608773926
"15598",37,"3_45L",0,"mac",-0.395769194727403
"15599",38,"3_45L",0,"mac",-0.395769194727403
"15600",39,"3_45L",0,"mac",-0.395769194727403
"15601",40,"3_45L",NA,"mac",NA
"15602",41,"3_45L",0,"mac",-0.395769194727403
"15603",42,"3_45L",0,"mac",-0.395769194727403
"15604",43,"3_45L",0.45,"mac",-0.0212019211461109
"15605",44,"3_45L",1.05,"mac",0.478221110295612
"15606",45,"3_45L",0.9,"mac",0.353365352435181
"15607",46,"3_45L",7.6,"mac",5.93025587020108
"15608",47,"3_45L",3.15,"mac",2.22620172034164
"15609",48,"3_45L",NA,"mac",NA
"15610",49,"3_45L",NA,"mac",NA
"15611",50,"3_45L",0.9,"mac",0.353365352435181
"15612",51,"3_45L",0.35,"mac",-0.104439093053065
"15613",52,"3_45L",0.25,"mac",-0.187676264960018
"15614",53,"3_45L",3.2,"mac",2.26782030629512
"15615",54,"3_45L",1.1,"mac",0.519839696249089
"15616",55,"3_45L",0.15,"mac",-0.270913436866972
"15617",56,"3_45L",NA,"mac",NA
"15618",57,"3_45L",1.7,"mac",1.01926272769081
"15619",58,"3_45L",NA,"mac",NA
"15620",59,"3_45L",NA,"mac",NA
"15621",60,"3_45L",0.25,"mac",-0.187676264960018
"15622",61,"3_45L",0.2,"mac",-0.229294850913495
"15623",62,"3_45L",NA,"mac",NA
"15624",63,"3_45L",0.95,"mac",0.394983938388658
"15625",1,"3_45L",0.15,"paras",0.273082772300961
"15626",2,"3_45L",0.25,"paras",0.979101647030274
"15627",3,"3_45L",0,"paras",-0.785945539793009
"15628",4,"3_45L",0.25,"paras",0.979101647030274
"15629",5,"3_45L",0,"paras",-0.785945539793009
"15630",6,"3_45L",0.25,"paras",0.979101647030274
"15631",7,"3_45L",0.3,"paras",1.33211108439493
"15632",8,"3_45L",NA,"paras",NA
"15633",9,"3_45L",0,"paras",-0.785945539793009
"15634",10,"3_45L",0.3,"paras",1.33211108439493
"15635",11,"3_45L",0.15,"paras",0.273082772300961
"15636",12,"3_45L",0.45,"paras",2.3911393964889
