V1,V2
-0.39949215,-0.3706106
-0.186761165,-0.5
-0.102193948,-0.271992819
-0.072395308,0.038599641
0.135033971,-0.372531418
-0.266428661,-0.110412926
0.074206299,0.255834829
0.308392835,-0.16427289
0.204985793,0.008078995
-0.229932058,0.20556553
0.15936504,0.5
-0.056573194,0.492818671
-0.5,-0.046129076
0.433089561,-0.311490126
0.5,0.05475763
